archive_id,card_id,title,country,location,medium,collection,geolocated,x,y,notes,include,archive_id
1122,8203,Awards Ceremony,Palais de l'Industrie (External Venue),Palais de l'Industrie (External Venue),Boats people seine,Roger Viollet,Offsite,536.7724126,2.0147247,awards,TRUE,1122
1123,NA,Italian Sculptures,Papal States (Rome) Fine Arts Section,Palais,Sculpture,Roger Viollet,Confident,33.95396172,45.13494173, ,TRUE,1123
1026,8002,Panoramic View of the Expo,Exposition Grounds,Parc,UE1867,Getty Foundation,Confident,451.077056,-109.1882501,"Dupe of 60, 263",TRUE,1026
1045,8091,Colonies. French Section,French Section,Palais,Colonies,Getty Foundation,approximate,-123.7279177,-54.48140312,,TRUE,1045
1052,13,Photography Pavillion,French Park,Parc,Architecture Parc,Bibliotheque National de France,Confident,418.4297618,-127.3242757,,TRUE,1052
1054,47,Swedish Costumes,Swedish Section,Palais,Dolls,Bibliotheque National de France,Confident,-17.51403553,63.15087984,,TRUE,1054
1057,64,Tunisian Exhibition,Tunisian Section,Palais,Animal,Bibliotheque National de France,Confident,48.62059117,71.46302051,,TRUE,1057
1064,153,"""Norwegian Girls' Grooming""",Norwegian Section,Palais,Dolls,Bibliotheque National de France,Approximate,-23.08325144,76.5622262,,TRUE,1064
1078,301,Photography Section,French Section,Palais,Photography,Bibliotheque National de France,Confident,82.77101065,-50.43509312,,TRUE,1078
1090,414,English Photographs,Great Britain and Ireland,Palais,Photography,Bibliotheque National de France,approximate,106.4082389,28.23741358,,TRUE,1090
1094,458,View of Chaillot from the Lighthouse,Exposition Grounds,Parc,River Architecture,Bibliotheque National de France,Confident,461.5589051,-109.9516032,,TRUE,1094
1095,459,Chinese Theater,Chinese Park,Parc,Architecture,Bibliotheque National de France,Confident,345.4074097,216.9116123,,TRUE,1095
1102,568,View from the Mexican Park,Mexican Park,Parc,Architecture People Park,Bibliotheque National de France,Confident,370.8682591,89.19582833,,TRUE,1102
1109,633,Pavillion of M.Leplay General Commissioner,Exposition Grounds,Parc,Architecture,Bibliotheque National de France,Placed near Cl. 15 Chalet de ala Com. On le Imp. (presumably imerpial comissioner). ,97.32185192,-191.3219994,,TRUE,1109
1117,8204,L'amour Mendiant by Gambi,Papal States (Rome) Fine Arts Section,Palais,Fine Arts,Roger Viollet,Confident,27.99837298,44.60009947,Dupe of 367,TRUE,1117
1298,368,Perspective of the Bavarian Gallery,Bavarian Section,Palais,Pianos,Brian May,Approximate,-123.8105511,44.21625345,,TRUE,1298
1446,Unknown,View of the Great Greenhouse,Horticultural Gardens,Parc,Parc,Brian May,Confident,-313.257152,-211.1249999,,TRUE,1446
1463,Unknown,Porte St. Dominique,Palace Gate,Outside,Gate,Brian May,Confident,-56.36135979,-232.5807889,,TRUE,1463
1468,Unknown,Gallery of Industry,Unknown Section,Palais,Industry,Brian May,Unknown,-137.8626418,128.7551298,,TRUE,1468
1479,Unknown,View of the Church and the Lighthouse,French Park,Parc,Architecture,Brian May,Confident,445.175547,-31.89183806,,TRUE,1479
1480,8078,Italian Sculptures along the Rue de Russie,Italian Section ,Palais,Fine Arts,National Gallery of Victoria,Confident,0.954436037,98.85440796,,TRUE,1480
1481,8167,French Fine Arts,French Fine Arts Section,Palais,Fine Arts,National Gallery of Victoria,Approximate Linked with 184,0.219344288,-35.86039028,,TRUE,1481
1482,8180,Panoramic View from the Ecole Militaire,Exposition Grounds,Parc,Architecture,National Gallery of Victoria,Confident,-427.8710145,2.279691573,,TRUE,1482
1486,8147,Trophy No.2,Palais de l'Industrie (External Venue),Palais de l'Industrie (External Venue),Awards,National Gallery of Victoria,Confident,527.2263302,-7.140914947,,TRUE,1486
